"DNA polymorphism id" "Map Set(外部v5)" "Chr" "Start" "End" "LG" "MP"
"9_225848853" "corn_B73_v5" 10 3548433 3548433 NA NA
"9_225848857" "corn_B73_v5" 10 3548730 3548730 NA NA
"9_225848859" "corn_B73_v5" 10 3548975 3548975 NA NA
"9_225848861" "corn_B73_v5" 10 3549216 3549216 NA NA
"9_23822449" "corn_B73_v5" 10 3595637 3595637 NA NA
"9_233713222" "corn_B73_v5" 10 3596538 3596538 NA NA
"9_233713521" "corn_B73_v5" 10 3602691 3602691 NA NA
"9_23822501" "corn_B73_v5" 10 3603762 3603762 NA NA
"9_12649178" "corn_B73_v5" 10 3609345 3609345 NA NA
"9_233714461" "corn_B73_v5" 10 3855381 3855381 NA NA
"9_12671980" "corn_B73_v5" 10 4062763 4062763 NA NA
"9_12672057" "corn_B73_v5" 10 4063349 4063349 NA NA
"9_12672115" "corn_B73_v5" 10 4063623 4063623 NA NA
"9_12672121" "corn_B73_v5" 10 4063982 4063982 NA NA
"9_12662166" "corn_B73_v5" 10 4143912 4143912 10 10.1
"9_12663952" "corn_B73_v5" 10 4144442 4144442 10 10
"9_12663955" "corn_B73_v5" 10 4144479 4144479 10 7.3
"9_12663954" "corn_B73_v5" 10 4144567 4144567 NA NA
"9_12663953" "corn_B73_v5" 10 4144753 4144753 10 7.3
"9_12663951" "corn_B73_v5" 10 4144771 4144771 10 7
"9_222919275" "corn_B73_v5" 10 4148193 4148193 NA NA
"9_12672142" "corn_B73_v5" 10 4182703 4182703 NA NA
"9_233719226" "corn_B73_v5" 10 4198453 4198453 NA NA
"9_12672012" "corn_B73_v5" 10 4198769 4198769 NA NA
"9_12672042" "corn_B73_v5" 10 4199347 4199347 NA NA
"9_12671997" "corn_B73_v5" 10 4199528 4199528 NA NA
"9_12662878" "corn_B73_v5" 10 4206129 4206129 NA NA
"9_12662877" "corn_B73_v5" 10 4206177 4206177 10 6.9
"9_12662882" "corn_B73_v5" 10 4206300 4206300 NA NA
"9_12662881" "corn_B73_v5" 10 4206332 4206332 10 9.8
"9_12662880" "corn_B73_v5" 10 4206343 4206343 NA NA
"9_12662883" "corn_B73_v5" 10 4206403 4206403 NA NA
"9_12666484" "corn_B73_v5" 10 4207540 4207540 10 8.8
"9_12671991" "corn_B73_v5" 10 4227543 4227543 NA NA
"9_12663507" "corn_B73_v5" 10 4229793 4229793 10 9.1
"9_12663506" "corn_B73_v5" 10 4229850 4229850 10 9
"9_12663508" "corn_B73_v5" 10 4230013 4230013 NA NA
"9_67961063" "corn_B73_v5" 10 4231839 4231839 10 9.1
"9_225887114" "corn_B73_v5" 10 4249149 4249149 NA NA
"9_226707123" "corn_B73_v5" 10 4269630 4269630 NA NA
"9_233721211" "corn_B73_v5" 10 4408173 4408173 NA NA
"9_12672053" "corn_B73_v5" 10 4411934 4411934 NA NA
"9_12671988" "corn_B73_v5" 10 4608896 4608896 10 10
"9_53039539" "corn_B73_v5" 10 4609029 4609029 10 10
"9_233723796" "corn_B73_v5" 10 4833265 4833265 NA NA
"9_233723955" "corn_B73_v5" 10 4837211 4837211 NA NA
"9_12671970" "corn_B73_v5" 10 5034311 5034311 NA NA
"9_233725874" "corn_B73_v5" 10 5114528 5114528 NA NA
"9_233725887" "corn_B73_v5" 10 5114797 5114797 NA NA
"9_12612449" "corn_B73_v5" 10 5168042 5168042 10 10.3
"9_12612457" "corn_B73_v5" 10 5168141 5168141 NA NA
"9_12612456" "corn_B73_v5" 10 5168183 5168183 NA NA
"9_12612451" "corn_B73_v5" 10 5168240 5168240 NA NA
"9_12612455" "corn_B73_v5" 10 5168306 5168306 NA NA
"9_12612459" "corn_B73_v5" 10 5168507 5168507 NA NA
"9_12612447" "corn_B73_v5" 10 5168702 5168702 NA NA
"9_12612445" "corn_B73_v5" 10 5168804 5168804 NA NA
"9_12612450" "corn_B73_v5" 10 5168930 5168930 NA NA
"9_12612461" "corn_B73_v5" 10 5169136 5169136 NA NA
"9_12612458" "corn_B73_v5" 10 5169173 5169173 10 11
"9_12672047" "corn_B73_v5" 10 5169455 5169455 NA NA
"9_12672056" "corn_B73_v5" 10 5169605 5169605 NA NA
"9_12612460" "corn_B73_v5" 10 5169956 5169956 NA NA
"9_12612462" "corn_B73_v5" 10 5170019 5170019 NA NA
"9_23824197" "corn_B73_v5" 10 5170184 5170184 10 38.5
"9_12612452" "corn_B73_v5" 10 5170251 5170251 NA NA
"9_12612453" "corn_B73_v5" 10 5170280 5170280 10 11.1
"9_12612464" "corn_B73_v5" 10 5170515 5170515 NA NA
"9_12632360" "corn_B73_v5" 10 5218796 5218796 10 10
"9_233726226" "corn_B73_v5" 10 5221172 5221172 NA NA
"9_12672065" "corn_B73_v5" 10 5223636 5223636 NA NA
"9_233726257" "corn_B73_v5" 10 5329191 5329191 NA NA
"9_12671999" "corn_B73_v5" 10 5346652 5346652 NA NA
"9_233727189" "corn_B73_v5" 10 5351191 5351191 NA NA
"9_12672074" "corn_B73_v5" 10 5352700 5352700 NA NA
"9_12661502" "corn_B73_v5" 10 5360704 5360704 10 31.2
"9_12661501" "corn_B73_v5" 10 5360869 5360869 10 11
"9_12661503" "corn_B73_v5" 10 5361123 5361123 10 11
"9_12672010" "corn_B73_v5" 10 5364506 5364506 NA NA
"9_12633915" "corn_B73_v5" 10 5523947 5523947 10 13.2
"9_12633907" "corn_B73_v5" 10 5524015 5524015 10 11.7
"9_12633912" "corn_B73_v5" 10 5524187 5524187 10 13.2
"9_12633909" "corn_B73_v5" 10 5524238 5524238 10 12.5
"9_12672143" "corn_B73_v5" 10 5525194 5525194 NA NA
"9_12663933" "corn_B73_v5" 10 5525742 5525742 10 13.7
"9_12672116" "corn_B73_v5" 10 5525889 5525889 NA NA
"9_23824794" "corn_B73_v5" 10 5549379 5549379 NA NA
"9_233728764" "corn_B73_v5" 10 5665358 5665358 NA NA
"9_233728825" "corn_B73_v5" 10 5665893 5665893 NA NA
"9_12672055" "corn_B73_v5" 10 5670204 5670204 NA NA
"9_233729250" "corn_B73_v5" 10 5670709 5670709 NA NA
"9_233729276" "corn_B73_v5" 10 5671070 5671070 NA NA
"9_222751722" "corn_B73_v5" 10 5674804 5674804 NA NA
"9_222751725" "corn_B73_v5" 10 5674896 5674896 NA NA
"9_222751728" "corn_B73_v5" 10 5675177 5675177 NA NA
"9_222751729" "corn_B73_v5" 10 5675285 5675285 NA NA
"9_233729704" "corn_B73_v5" 10 5860061 5860061 NA NA
"9_12672117" "corn_B73_v5" 10 6117294 6117294 NA NA
"9_233731449" "corn_B73_v5" 10 6203957 6203957 NA NA
"9_257051797" "corn_B73_v5" 10 6206299 6206299 NA NA
"9_23825292" "corn_B73_v5" 10 6209304 6209304 NA NA
"9_12672099" "corn_B73_v5" 10 6249904 6249904 NA NA
"9_233731487" "corn_B73_v5" 10 6256645 6256645 NA NA
"9_233731509" "corn_B73_v5" 10 6257363 6257363 NA NA
"9_233731518" "corn_B73_v5" 10 6257508 6257508 NA NA
"9_12667396" "corn_B73_v5" 10 6260285 6260285 10 13.3
"9_12672130" "corn_B73_v5" 10 6335223 6335223 NA NA
"9_12672041" "corn_B73_v5" 10 6548941 6548941 NA NA
"9_258283861" "corn_B73_v5" 10 6808517 6808517 NA NA
"9_12672106" "corn_B73_v5" 10 6811521 6811521 NA NA
"9_233734332" "corn_B73_v5" 10 7273730 7273730 NA NA
"9_233734891" "corn_B73_v5" 10 7369459 7369459 NA NA
"9_233735091" "corn_B73_v5" 10 7370966 7370966 NA NA
"9_12672102" "corn_B73_v5" 10 7371704 7371704 NA NA
"9_233736105" "corn_B73_v5" 10 7534417 7534417 NA NA
"9_12672076" "corn_B73_v5" 10 7688064 7688064 NA NA
"9_12632810" "corn_B73_v5" 10 7691628 7691628 10 15
"9_233736618" "corn_B73_v5" 10 7905510 7905510 NA NA
"9_12667469" "corn_B73_v5" 10 8170380 8170380 10 14.9
"9_12672082" "corn_B73_v5" 10 8540719 8540719 NA NA
"9_233737570" "corn_B73_v5" 10 8541553 8541553 NA NA
"9_12672058" "corn_B73_v5" 10 8595220 8595220 NA NA
"9_12667866" "corn_B73_v5" 10 8596859 8596859 NA NA
"9_12633763" "corn_B73_v5" 10 8597519 8597519 10 14.7
"9_12633766" "corn_B73_v5" 10 8597600 8597600 10 14.1
"9_12633765" "corn_B73_v5" 10 8597687 8597687 10 15.2
"9_12633764" "corn_B73_v5" 10 8597712 8597712 10 13.8
"9_12671923" "corn_B73_v5" 10 8600994 8600994 NA NA
"9_233738546" "corn_B73_v5" 10 8608591 8608591 NA NA
"9_23826279" "corn_B73_v5" 10 8609122 8609122 NA NA
"9_12668511" "corn_B73_v5" 10 8666839 8666839 NA NA
"9_12672109" "corn_B73_v5" 10 8671803 8671803 NA NA
"9_12672014" "corn_B73_v5" 10 8674222 8674222 NA NA
"9_12672083" "corn_B73_v5" 10 8755995 8755995 NA NA
"9_12671966" "corn_B73_v5" 10 8756403 8756403 NA NA
"9_12668017" "corn_B73_v5" 10 9051146 9051146 10 15.7
"9_12672038" "corn_B73_v5" 10 9230761 9230761 NA NA
"9_12671968" "corn_B73_v5" 10 9230812 9230812 NA NA
"9_233742232" "corn_B73_v5" 10 9415551 9415551 NA NA
"9_256914648" "corn_B73_v5" 10 9419013 9419013 NA NA
"9_12671981" "corn_B73_v5" 10 9426375 9426375 10 16.2
"9_233744024" "corn_B73_v5" 10 9758593 9758593 NA NA
"9_12671958" "corn_B73_v5" 10 9760172 9760172 NA NA
"9_23827406" "corn_B73_v5" 10 9990678 9990678 NA NA
"9_12667438" "corn_B73_v5" 10 10047198 10047198 10 16.6
"9_12668223" "corn_B73_v5" 10 10048877 10048877 10 16.8
"9_12668296" "corn_B73_v5" 10 10049011 10049011 10 18.2
"9_12668232" "corn_B73_v5" 10 10049203 10049203 NA NA
"9_12672040" "corn_B73_v5" 10 10139528 10139528 NA NA
"9_233745875" "corn_B73_v5" 10 10252924 10252924 NA NA
"9_23827939" "corn_B73_v5" 10 10451226 10451226 NA NA
"9_23827942" "corn_B73_v5" 10 10451292 10451292 NA NA
"9_12672147" "corn_B73_v5" 10 10473350 10473350 NA NA
"9_12671984" "corn_B73_v5" 10 10597962 10597962 NA NA
"9_12666461" "corn_B73_v5" 10 10598715 10598715 NA NA
"9_12666464" "corn_B73_v5" 10 10598753 10598753 10 18.3
"9_12666460" "corn_B73_v5" 10 10598756 10598756 10 16.9
"9_12666462" "corn_B73_v5" 10 10598775 10598775 10 17.5
"9_23828288" "corn_B73_v5" 10 10668652 10668652 NA NA
"9_257188256" "corn_B73_v5" 10 10669660 10669660 NA NA
"9_233747862" "corn_B73_v5" 10 10674502 10674502 NA NA
"9_12667922" "corn_B73_v5" 10 10751532 10751532 10 17
"9_12671995" "corn_B73_v5" 10 11051301 11051301 NA NA
"9_12664046" "corn_B73_v5" 10 11067518 11067518 10 19.3
"9_12664045" "corn_B73_v5" 10 11067706 11067706 10 17.1
"9_12664042" "corn_B73_v5" 10 11067740 11067740 10 18.8
"9_12672043" "corn_B73_v5" 10 11509314 11509314 NA NA
"9_12671926" "corn_B73_v5" 10 11784035 11784035 NA NA
"9_12671977" "corn_B73_v5" 10 11784076 11784076 NA NA
"9_12672009" "corn_B73_v5" 10 11800109 11800109 NA NA
"9_12671925" "corn_B73_v5" 10 11800291 11800291 NA NA
"9_12671964" "corn_B73_v5" 10 12274037 12274037 10 18.8
"9_12671973" "corn_B73_v5" 10 12276538 12276538 NA NA
"9_12672067" "corn_B73_v5" 10 12276885 12276885 NA NA
"9_12672146" "corn_B73_v5" 10 12451885 12451885 NA NA
"9_12671989" "corn_B73_v5" 10 12532651 12532651 NA NA
"9_233751749" "corn_B73_v5" 10 12579339 12579339 NA NA
"9_12672404" "corn_B73_v5" 10 12688879 12688879 NA NA
"9_12672521" "corn_B73_v5" 10 12689876 12689876 NA NA
"9_12672548" "corn_B73_v5" 10 12690906 12690906 NA NA
"9_12672413" "corn_B73_v5" 10 12691323 12691323 NA NA
"9_12672396" "corn_B73_v5" 10 12861386 12861386 NA NA
"9_12672567" "corn_B73_v5" 10 12861907 12861907 NA NA
"9_12672465" "corn_B73_v5" 10 12861959 12861959 NA NA
"9_12672529" "corn_B73_v5" 10 12862030 12862030 NA NA
"9_12666568" "corn_B73_v5" 10 12862245 12862245 10 15
"9_12672423" "corn_B73_v5" 10 12862280 12862280 NA NA
"9_12666565" "corn_B73_v5" 10 12862408 12862408 10 20.8
"9_12666566" "corn_B73_v5" 10 12862415 12862415 10 21
"9_12672415" "corn_B73_v5" 10 12864872 12864872 NA NA
"9_12672497" "corn_B73_v5" 10 12939757 12939757 NA NA
"9_12672576" "corn_B73_v5" 10 12940470 12940470 NA NA
"9_12672443" "corn_B73_v5" 10 13105304 13105304 NA NA
"9_12664276" "corn_B73_v5" 10 13105760 13105760 10 21.4
"9_12664273" "corn_B73_v5" 10 13105805 13105805 10 19.7
"9_12664275" "corn_B73_v5" 10 13106055 13106055 10 20.2
"9_12665421" "corn_B73_v5" 10 13106175 13106175 10 21.1
"9_12664272" "corn_B73_v5" 10 13106241 13106241 10 21.4
"9_12664271" "corn_B73_v5" 10 13106290 13106290 10 21.4
"9_12672618" "corn_B73_v5" 10 13110870 13110870 NA NA
"9_23829376" "corn_B73_v5" 10 13111926 13111926 NA NA
"9_233753858" "corn_B73_v5" 10 13112351 13112351 NA NA
"9_12672515" "corn_B73_v5" 10 13299433 13299433 NA NA
"9_12672495" "corn_B73_v5" 10 13299505 13299505 NA NA
"9_12672568" "corn_B73_v5" 10 13321144 13321144 NA NA
"9_12672429" "corn_B73_v5" 10 13414799 13414799 NA NA
"9_12672473" "corn_B73_v5" 10 13414814 13414814 NA NA
"9_12672448" "corn_B73_v5" 10 13414871 13414871 NA NA
"9_12672514" "corn_B73_v5" 10 13414915 13414915 NA NA
"9_12649427" "corn_B73_v5" 10 13439773 13439773 NA NA
"9_23829648" "corn_B73_v5" 10 13498464 13498464 NA NA
"9_12672603" "corn_B73_v5" 10 13499741 13499741 NA NA
"9_12672631" "corn_B73_v5" 10 13501005 13501005 NA NA
"9_12672502" "corn_B73_v5" 10 13501243 13501243 NA NA
"9_12672399" "corn_B73_v5" 10 13555246 13555246 NA NA
"9_23829751" "corn_B73_v5" 10 13556376 13556376 NA NA
"9_12672422" "corn_B73_v5" 10 13675415 13675415 NA NA
"9_12672621" "corn_B73_v5" 10 13982945 13982945 NA NA
"9_12672629" "corn_B73_v5" 10 14026412 14026412 NA NA
"9_12672588" "corn_B73_v5" 10 14448502 14448502 NA NA
"9_12672591" "corn_B73_v5" 10 14518446 14518446 NA NA
"9_23830504" "corn_B73_v5" 10 14829872 14829872 NA NA
"9_12672537" "corn_B73_v5" 10 15326229 15326229 NA NA
"9_233759373" "corn_B73_v5" 10 15326528 15326528 NA NA
"9_12672412" "corn_B73_v5" 10 15330435 15330435 NA NA
"9_12672606" "corn_B73_v5" 10 15333654 15333654 NA NA
"9_12672426" "corn_B73_v5" 10 15488671 15488671 NA NA
"9_12672592" "corn_B73_v5" 10 15768154 15768154 NA NA
"9_12672462" "corn_B73_v5" 10 16473746 16473746 NA NA
"9_12672536" "corn_B73_v5" 10 16543991 16543991 10 21.7
"9_12672545" "corn_B73_v5" 10 16545760 16545760 NA NA
"9_12672528" "corn_B73_v5" 10 16545841 16545841 NA NA
"9_12672506" "corn_B73_v5" 10 16546050 16546050 NA NA
"9_12668196" "corn_B73_v5" 10 16546762 16546762 NA NA
"9_12672419" "corn_B73_v5" 10 16569496 16569496 NA NA
"9_12672475" "corn_B73_v5" 10 16630729 16630729 NA NA
"9_12672478" "corn_B73_v5" 10 16720403 16720403 NA NA
"9_12672563" "corn_B73_v5" 10 17178427 17178427 NA NA
"9_23831638" "corn_B73_v5" 10 17526824 17526824 NA NA
"9_12649777" "corn_B73_v5" 10 17613139 17613139 NA NA
"9_12672556" "corn_B73_v5" 10 17616736 17616736 NA NA
"9_12672602" "corn_B73_v5" 10 17617940 17617940 NA NA
"9_233765367" "corn_B73_v5" 10 17618573 17618573 NA NA
"9_12633865" "corn_B73_v5" 10 17620035 17620035 NA NA
"9_12633863" "corn_B73_v5" 10 17620046 17620046 10 17.1
"9_12633864" "corn_B73_v5" 10 17620127 17620127 NA NA
"9_12633866" "corn_B73_v5" 10 17620225 17620225 10 23.1
"9_12672560" "corn_B73_v5" 10 17686056 17686056 NA NA
"9_12672428" "corn_B73_v5" 10 17686432 17686432 NA NA
"9_12672555" "corn_B73_v5" 10 17686789 17686789 NA NA
"9_12672517" "corn_B73_v5" 10 17686982 17686982 10 22.7
"9_12672595" "corn_B73_v5" 10 17687124 17687124 NA NA
"9_12668030" "corn_B73_v5" 10 17688493 17688493 10 21
"9_12672480" "corn_B73_v5" 10 18382370 18382370 10 22.5
"9_12672458" "corn_B73_v5" 10 18749871 18749871 NA NA
"9_12649786" "corn_B73_v5" 10 18753405 18753405 NA NA
"9_12672418" "corn_B73_v5" 10 18806017 18806017 10 22.2
"9_12667847" "corn_B73_v5" 10 18845325 18845325 NA NA
"9_223140821" "corn_B73_v5" 10 19226034 19226034 NA NA
"9_223140779" "corn_B73_v5" 10 19226852 19226852 NA NA
"9_225758497" "corn_B73_v5" 10 19227229 19227229 NA NA
"9_225837653" "corn_B73_v5" 10 19228705 19228705 NA NA
"9_225837648" "corn_B73_v5" 10 19228816 19228816 NA NA
"9_225837645" "corn_B73_v5" 10 19228893 19228893 NA NA
"9_12672444" "corn_B73_v5" 10 19271417 19271417 NA NA
"9_12672450" "corn_B73_v5" 10 19271482 19271482 NA NA
"9_12672510" "corn_B73_v5" 10 19545199 19545199 NA NA
"9_233768711" "corn_B73_v5" 10 19683747 19683747 NA NA
"9_234191521" "corn_B73_v5" 10 19784116 19784116 NA NA
"9_12672547" "corn_B73_v5" 10 20063330 20063330 NA NA
"9_12672407" "corn_B73_v5" 10 20064152 20064152 NA NA
"9_222279049" "corn_B73_v5" 10 20070431 20070431 NA NA
"9_222279050" "corn_B73_v5" 10 20070483 20070483 NA NA
"9_222279052" "corn_B73_v5" 10 20070519 20070519 NA NA
"9_12672464" "corn_B73_v5" 10 20174234 20174234 10 21.5
"9_12672501" "corn_B73_v5" 10 20336369 20336369 NA NA
"9_12672456" "corn_B73_v5" 10 20338348 20338348 NA NA
"9_12652009" "corn_B73_v5" 10 20357868 20357868 NA NA
"9_12672630" "corn_B73_v5" 10 20600842 20600842 NA NA
"9_12672479" "corn_B73_v5" 10 20601434 20601434 NA NA
"9_12672526" "corn_B73_v5" 10 20631700 20631700 NA NA
"9_12672394" "corn_B73_v5" 10 20631731 20631731 NA NA
"9_12672523" "corn_B73_v5" 10 20643033 20643033 NA NA
"9_12672540" "corn_B73_v5" 10 20648383 20648383 NA NA
"9_12672483" "corn_B73_v5" 10 20655499 20655499 NA NA
"9_12672445" "corn_B73_v5" 10 20656391 20656391 NA NA
"9_12672533" "corn_B73_v5" 10 20959262 20959262 NA NA
"9_12672430" "corn_B73_v5" 10 20965451 20965451 NA NA
"9_12672566" "corn_B73_v5" 10 20972348 20972348 NA NA
"9_12672516" "corn_B73_v5" 10 21151197 21151197 NA NA
"9_12672553" "corn_B73_v5" 10 21260543 21260543 NA NA
"9_12672587" "corn_B73_v5" 10 22052868 22052868 NA NA
"9_12672828" "corn_B73_v5" 10 22421848 22421848 10 22.9
"9_233773279" "corn_B73_v5" 10 22423388 22423388 NA NA
"9_12672682" "corn_B73_v5" 10 22699432 22699432 NA NA
"9_12672693" "corn_B73_v5" 10 22699680 22699680 NA NA
"9_12672873" "corn_B73_v5" 10 22699859 22699859 NA NA
"9_12672867" "corn_B73_v5" 10 22700101 22700101 NA NA
"9_12672888" "corn_B73_v5" 10 22700141 22700141 NA NA
"9_12672736" "corn_B73_v5" 10 22700317 22700317 NA NA
"9_12672748" "corn_B73_v5" 10 22701051 22701051 NA NA
"9_12672804" "corn_B73_v5" 10 22996825 22996825 NA NA
"9_12672734" "corn_B73_v5" 10 23002805 23002805 NA NA
"9_233774716" "corn_B73_v5" 10 23095436 23095436 NA NA
"9_12672810" "corn_B73_v5" 10 23268038 23268038 NA NA
"9_12672732" "corn_B73_v5" 10 23493022 23493022 NA NA
"9_12672836" "corn_B73_v5" 10 23825895 23825895 NA NA
"9_12664622" "corn_B73_v5" 10 24234632 24234632 10 22.7
"9_225740692" "corn_B73_v5" 10 24324328 24324328 NA NA
"9_12664624" "corn_B73_v5" 10 24359751 24359751 10 22.7
"9_12664628" "corn_B73_v5" 10 24359968 24359968 10 22.7
"9_12672696" "corn_B73_v5" 10 24957881 24957881 NA NA
"9_12672688" "corn_B73_v5" 10 24957990 24957990 NA NA
"9_12672830" "corn_B73_v5" 10 24958190 24958190 NA NA
"9_12672849" "corn_B73_v5" 10 24997336 24997336 10 23.2
"9_12672729" "corn_B73_v5" 10 25131636 25131636 NA NA
"9_12672843" "corn_B73_v5" 10 25295633 25295633 NA NA
"9_12672825" "corn_B73_v5" 10 25626081 25626081 10 23.3
"9_12672671" "corn_B73_v5" 10 25629806 25629806 10 26.9
"9_12672842" "corn_B73_v5" 10 25649592 25649592 10 23.3
"9_12672812" "corn_B73_v5" 10 25654342 25654342 NA NA
"9_12672703" "corn_B73_v5" 10 25915977 25915977 NA NA
"9_12668317" "corn_B73_v5" 10 27366677 27366677 10 26.9
"9_12672883" "corn_B73_v5" 10 27878539 27878539 10 26.3
"9_12672856" "corn_B73_v5" 10 27930157 27930157 NA NA
"9_12672859" "corn_B73_v5" 10 28099668 28099668 NA NA
"9_12664110" "corn_B73_v5" 10 28101850 28101850 10 23.7
"9_12664107" "corn_B73_v5" 10 28101911 28101911 10 23.4
"9_12664112" "corn_B73_v5" 10 28101945 28101945 NA NA
"9_12664108" "corn_B73_v5" 10 28102027 28102027 10 23.4
"9_12664109" "corn_B73_v5" 10 28102063 28102063 10 23.4
"9_12672690" "corn_B73_v5" 10 28103707 28103707 NA NA
"9_233784512" "corn_B73_v5" 10 28129481 28129481 NA NA
"9_12672763" "corn_B73_v5" 10 28343021 28343021 NA NA
"9_12672652" "corn_B73_v5" 10 28847679 28847679 10 23.2
"9_12668813" "corn_B73_v5" 10 29059603 29059603 NA NA
"9_12672724" "corn_B73_v5" 10 29268742 29268742 NA NA
"9_12672758" "corn_B73_v5" 10 29587592 29587592 NA NA
"9_12649834" "corn_B73_v5" 10 29671130 29671130 NA NA
"9_12672784" "corn_B73_v5" 10 29758330 29758330 10 23.5
"9_225751696" "corn_B73_v5" 10 29915210 29915210 NA NA
"9_12672689" "corn_B73_v5" 10 30573768 30573768 NA NA
"9_12672790" "corn_B73_v5" 10 30648646 30648646 NA NA
"9_12672862" "corn_B73_v5" 10 30648864 30648864 10 23.6
"9_12672643" "corn_B73_v5" 10 30649824 30649824 10 23.6
"9_12672871" "corn_B73_v5" 10 30650944 30650944 10 23.6
"9_233787468" "corn_B73_v5" 10 30654045 30654045 NA NA
"9_12672870" "corn_B73_v5" 10 30829092 30829092 10 23.7
"9_12672735" "corn_B73_v5" 10 30872524 30872524 10 23.7
"9_12672694" "corn_B73_v5" 10 30914477 30914477 10 23.7
"9_12672798" "corn_B73_v5" 10 30927633 30927633 10 23.7
"9_12672824" "corn_B73_v5" 10 31062376 31062376 NA NA
"9_12672670" "corn_B73_v5" 10 31133677 31133677 10 23.7
"9_12672666" "corn_B73_v5" 10 31343381 31343381 NA NA
"9_12670443" "corn_B73_v5" 10 31345309 31345309 NA NA
"9_12670455" "corn_B73_v5" 10 31345354 31345354 10 23.7
"9_12670446" "corn_B73_v5" 10 31345713 31345713 NA NA
"9_12669330" "corn_B73_v5" 10 31346371 31346371 NA NA
"9_12669381" "corn_B73_v5" 10 31347926 31347926 NA NA
"9_12672750" "corn_B73_v5" 10 31761657 31761657 NA NA
"9_12672943" "corn_B73_v5" 10 32234767 32234767 NA NA
"9_12672937" "corn_B73_v5" 10 32235059 32235059 NA NA
"9_12672903" "corn_B73_v5" 10 32247235 32247235 NA NA
"9_12673096" "corn_B73_v5" 10 32713056 32713056 NA NA
"9_12672898" "corn_B73_v5" 10 33016990 33016990 NA NA
"9_12673070" "corn_B73_v5" 10 33226332 33226332 NA NA
"9_256905683" "corn_B73_v5" 10 34740435 34740435 NA NA
"9_12663070" "corn_B73_v5" 10 34813705 34813705 NA NA
"9_12663069" "corn_B73_v5" 10 34813789 34813789 10 21.6
"9_12663068" "corn_B73_v5" 10 34813976 34813976 10 23.8
"9_12672947" "corn_B73_v5" 10 34815280 34815280 NA NA
"9_12673006" "corn_B73_v5" 10 34815322 34815322 NA NA
"9_12673045" "corn_B73_v5" 10 35074855 35074855 10 22
"9_12673082" "corn_B73_v5" 10 35311667 35311667 NA NA
"9_12673067" "corn_B73_v5" 10 35313821 35313821 NA NA
"9_12672963" "corn_B73_v5" 10 35495157 35495157 NA NA
"9_12673185" "corn_B73_v5" 10 36489326 36489326 NA NA
"9_12673147" "corn_B73_v5" 10 37567941 37567941 NA NA
"9_233794449" "corn_B73_v5" 10 38691360 38691360 NA NA
"9_12673213" "corn_B73_v5" 10 39111237 39111237 NA NA
"9_12673290" "corn_B73_v5" 10 39178786 39178786 NA NA
"9_12667370" "corn_B73_v5" 10 39338920 39338920 NA NA
"9_12673306" "corn_B73_v5" 10 39746218 39746218 NA NA
"9_12673201" "corn_B73_v5" 10 40687576 40687576 NA NA
"9_12673258" "corn_B73_v5" 10 40692241 40692241 NA NA
"9_12673376" "corn_B73_v5" 10 40928094 40928094 10 23.7
"9_12673287" "corn_B73_v5" 10 41338839 41338839 NA NA
"9_12673177" "corn_B73_v5" 10 42003222 42003222 NA NA
"9_12668037" "corn_B73_v5" 10 42090737 42090737 10 26.7
"9_12673264" "corn_B73_v5" 10 42286830 42286830 NA NA
"9_12673342" "corn_B73_v5" 10 43011781 43011781 NA NA
"9_12673267" "corn_B73_v5" 10 43334366 43334366 NA NA
"9_12673561" "corn_B73_v5" 10 44609866 44609866 NA NA
"9_12667954" "corn_B73_v5" 10 46511066 46511066 NA NA
"9_12667951" "corn_B73_v5" 10 46511089 46511089 NA NA
"9_12667867" "corn_B73_v5" 10 46511155 46511155 NA NA
"9_12673587" "corn_B73_v5" 10 46766538 46766538 NA NA
"9_12673488" "corn_B73_v5" 10 47335641 47335641 NA NA
"9_12673470" "corn_B73_v5" 10 47602716 47602716 NA NA
"9_12673537" "corn_B73_v5" 10 47696473 47696473 NA NA
"9_12673391" "corn_B73_v5" 10 49406363 49406363 NA NA
"9_12673635" "corn_B73_v5" 10 50149642 50149642 NA NA
"9_12673503" "corn_B73_v5" 10 50480817 50480817 10 25.5
"9_12673599" "corn_B73_v5" 10 50793566 50793566 NA NA
"9_12673453" "corn_B73_v5" 10 50821254 50821254 NA NA
"9_12673476" "corn_B73_v5" 10 50844237 50844237 NA NA
"9_12673441" "corn_B73_v5" 10 51056438 51056438 NA NA
"9_12673457" "corn_B73_v5" 10 51157970 51157970 NA NA
"9_12673511" "corn_B73_v5" 10 51273228 51273228 NA NA
"9_12673519" "corn_B73_v5" 10 51319852 51319852 NA NA
"9_12673483" "corn_B73_v5" 10 51364829 51364829 NA NA
"9_12673572" "corn_B73_v5" 10 51432180 51432180 NA NA
"9_12673569" "corn_B73_v5" 10 51453200 51453200 NA NA
"9_12673551" "corn_B73_v5" 10 51567888 51567888 NA NA
"9_12673570" "corn_B73_v5" 10 51705124 51705124 NA NA
"9_12673556" "corn_B73_v5" 10 51755111 51755111 NA NA
"9_12673440" "corn_B73_v5" 10 52125084 52125084 NA NA
"9_12672908" "corn_B73_v5" 10 52639194 52639194 NA NA
"9_12649699" "corn_B73_v5" 10 52674843 52674843 NA NA
"9_12672992" "corn_B73_v5" 10 53140811 53140811 NA NA
